"","Name","WeightClass","Bodyweight","Squat3","Deadlift2","Deadlift3","AttSquat3","AttDeadlift2","AttDeadlift3","Percent_Increase","D3_Success"
"910","Johanna Kankus","63",62.6,-155,140,150,155,140,150,7.14285714285714,1
"911","Mireille Al Ajamy","63",61.8,-157.5,-167.5,-167.5,157.5,167.5,167.5,0,0
"912","Emma McDermott","63",62.85,-140,180,-192.5,140,180,192.5,6.94444444444444,0
"913","Amartsengel Batkhishig","63",62.15,140,167.5,175,140,167.5,175,4.47761194029851,1
"914","Anne Daineffe","63",62.35,-140,150,-165,140,150,165,10,0
"915","Nino Tchrikishvili","63",61.15,-140,180,-197.5,140,180,197.5,9.72222222222222,0
"916","Ayaka Tsutsumi","63",62.6,-142.5,-155,155,142.5,155,155,0,1
"917","Kyoko Suzuki","63",62.3,135,145,150,135,145,150,3.44827586206897,1
"918","Kimberly Walford","72",70.45,-185,237.5,242.5,185,237.5,242.5,2.10526315789474,1
"919","Jessica Buettner","72",71.5,197.5,232.5,237.5,197.5,232.5,237.5,2.1505376344086,1
"920","Isabella von Weissenberg","72",71.9,-208,222.5,-227.5,208,222.5,227.5,2.24719101123596,0
"921","Ana Rosa Castellain","72",70,-195,210,-217.5,195,210,217.5,3.57142857142857,0
"922","Angelina Elovikova","72",71.8,192.5,210,222.5,192.5,210,222.5,5.95238095238095,1
"923","Alyssa Smith #1","72",71.45,-197.5,205,210,197.5,205,210,2.4390243902439,1
"924","Amelia Mauritzon","72",71,-200,185,-202.5,200,185,202.5,9.45945945945946,0
"925","Maria Letnes","72",71.75,-180,-192.5,-192.5,180,192.5,192.5,0,0
"926","Susanna Argile","72",71.35,180,-185,187.5,180,185,187.5,1.35135135135135,1
"927","Holly Bryans","72",71.45,172.5,190,195,172.5,190,195,2.63157894736842,1
"928","Stine Liveroed","72",71.45,-180,175,180,180,175,180,2.85714285714286,1
"929","Elizabeth Napoli","72",70.9,155,172.5,-177.5,155,172.5,177.5,2.89855072463768,0
"930","Yuka Okada","72",70.1,-150,180,190,150,180,190,5.55555555555556,1
"931","Shannon Pollock","72",71.7,160,177.5,-185,160,177.5,185,4.22535211267606,0
"932","Olivia Perotti","72",70.3,165,160,-170,165,160,170,6.25,0
"933","Sari Uski","72",68.5,160,160,-170,160,160,170,6.25,0
"934","Marlena Gabriel","72",71.6,145,175,-185,145,175,185,5.71428571428571,0
"935","Irina Ivacheva","72",71.25,137.5,-160,160,137.5,160,160,0,1
"936","Kristen Dunsmore","72",70.2,NA,192.5,200,NA,192.5,200,3.8961038961039,1
"937","Anna Thompson","72",71.35,132.5,170,-177.5,132.5,170,177.5,4.41176470588235,0
"938","Dilna M.M","72",70.55,-165,150,155,165,150,155,3.33333333333333,1
"939","Sofia Gonzalez","72",70.9,137.5,150,160,137.5,150,160,6.66666666666667,1
"940","Simten Aydin","72",65.25,-127.5,160,-165,127.5,160,165,3.125,0
"941","Amanda Lawrence #1","84",83.05,-248,245.5,252.5,248,245.5,252.5,2.85132382892057,1
"942","Daniella Melo","84",83.55,230,246,-252.5,230,246,252.5,2.64227642276423,0
"943","Ielja Strik","84",83.55,200,192.5,-197.5,200,192.5,197.5,2.5974025974026,0
"944","Katja Jørgensen","84",82.3,185,217.5,-230,185,217.5,230,5.74712643678161,0
"945","Temitope Nuga","84",80.55,-182.5,217.5,225,182.5,217.5,225,3.44827586206897,1
"946","Isabel Carina Nakken Cloin","84",83.3,190,207.5,-212.5,190,207.5,212.5,2.40963855421687,0
"947","Sylvia Szarvas","84",83.15,172.5,187.5,192.5,172.5,187.5,192.5,2.66666666666667,1
"948","Joyce Gail Reboton","84",78.1,200,182.5,190,200,182.5,190,4.10958904109589,1
"949","Iris Kensenhuis","84",82.6,-180,215,-227.5,180,215,227.5,5.81395348837209,0
"950","Deirdre Fenlon","84",82.85,-190,207.5,-212.5,190,207.5,212.5,2.40963855421687,0
"951","Marina Almeida","84",82.35,175,207.5,-220,175,207.5,220,6.02409638554217,0
"952","Anne Karlsen","84",82.95,162.5,205,-215,162.5,205,215,4.8780487804878,0
"953","Louise Kenna","84",81.8,-165,185,-192.5,165,185,192.5,4.05405405405405,0
"954","Johanna Ilves","84",82.8,-175,-200,200,175,200,200,0,1
"955","Hanna-Leena Kivijärvi","84",82.1,160,180,-192.5,160,180,192.5,6.94444444444444,0
"956","Anna Wieczorek","84",83.65,-182.5,-172.5,-172.5,182.5,172.5,172.5,0,0
"957","Dayana Zapata Quiceno Karen","84",82.94,-210,NA,NA,210,NA,NA,NA,NA
"958","Jessica Butera","84",83.65,-167.5,165,-170,167.5,165,170,3.03030303030303,0
"959","Malgorzata Becker","84",82.95,-140,-175,175,140,175,175,0,1
"960","Hiroe Goto","84",75.85,-102.5,115,117.5,102.5,115,117.5,2.17391304347826,1
"961","Riho Nakamura","84",72.85,95,115,-120,95,115,120,4.34782608695652,0
"962","Yuliya Marinenko","84",83.15,-165,175,185,165,175,185,5.71428571428571,1
"963","Polina Pavlova","43",42.95,-100,130,136,100,130,136,4.61538461538462,1
"964","Brianna Morrison","43",42,108,110,-117.5,108,110,117.5,6.81818181818182,0
"965","Kristina Lieonienko","43",42.95,85,-107.5,-107.5,85,107.5,107.5,0,0
"966","Elena Toksarova","43",42.65,-82.5,-85,-85,82.5,85,85,0,0
"967","Alina Rassamakhina","47",46.5,-120,-112.5,-137.5,120,112.5,137.5,22.2222222222222,0
"968","Alle Arsenault","47",46.65,-100,105,107.5,100,105,107.5,2.38095238095238,1
"969","Valeria Mustafina","47",46.65,-80,-125,-125,80,125,125,0,0
"970","Aniela Lis","47",46.4,-82.5,90,100,82.5,90,100,11.1111111111111,1
"971","Elizaveta Nikitina","52",51.75,130.5,-144.5,144.5,130.5,144.5,144.5,0,1
"972","Šárka Fibingrová","52",51.75,107.5,110,112.5,107.5,110,112.5,2.27272727272727,1
"973","Amina Tyan","52",51.75,95,-112.5,-120,95,112.5,120,6.66666666666667,0
"974","Emmi Viljanen","52",50.85,107.5,87.5,-92.5,107.5,87.5,92.5,5.71428571428571,0
"975","Madison Hamilton","52",50.05,80,110,112.5,80,110,112.5,2.27272727272727,1
"976","Wilma Kivikari","52",51.9,-97.5,95,-97.5,97.5,95,97.5,2.63157894736842,0
"977","Yura Enomoto","52",51.3,-65,90,-100,65,90,100,11.1111111111111,0
"978","Fanny Lamminen","57",56.8,-150,137.5,142.5,150,137.5,142.5,3.63636363636364,1
"979","Yuliya Surkova","57",56.45,-137.5,150,-162.5,137.5,150,162.5,8.33333333333333,0
"980","Sofia Räihä","57",56.7,105,-130,135,105,130,135,3.84615384615385,1
"981","Anita Kolesnyk","57",55.65,117.5,122.5,125,117.5,122.5,125,2.04081632653061,1
"982","Nadia Famulska","57",55.8,-105,-132.5,-140,105,132.5,140,5.66037735849057,0
"983","Vrinda Subhash","57",54.1,95,90,100,95,90,100,11.1111111111111,1
"984","Ayumi Obata","57",55.1,80,100,-105,80,100,105,5,0
"985","Megumi Iwasaki","57",54.3,-97.5,90,-102.5,97.5,90,102.5,13.8888888888889,0
"986","Samantha Eugenie","63",62,155.5,172,180,155.5,172,180,4.65116279069767,1
"987","Lucy Robinson #1","63",61,-152.5,160,172.5,152.5,160,172.5,7.8125,1
"988","Darya Vorobeva","63",62.35,150,150,155,150,150,155,3.33333333333333,1
"989","Diana Shatko","63",61.95,-150,145,-147.5,150,145,147.5,1.72413793103448,0
"990","Katherine Roudebush","63",61.8,132.5,140,142.5,132.5,140,142.5,1.78571428571429,1
"991","Dominika Jansová","63",60.05,120,157.5,-160,120,157.5,160,1.58730158730159,0
"992","Isabelle Hemmings","63",62.9,110,127.5,135,110,127.5,135,5.88235294117647,1
"993","Momoe Horikoshi","63",61.25,117.5,117.5,125,117.5,117.5,125,6.38297872340426,1
"994","Milka Kanerva","63",58.85,-112.5,110,-112.5,112.5,110,112.5,2.27272727272727,0
"995","Lianka Wurth","63",60.65,-87.5,125,130,87.5,125,130,4,1
"996","Clara Peyraud","72",70.4,145,-190,-192.5,145,190,192.5,1.31578947368421,0
"997","Daria Rusanenko","72",70.15,-165,150,155,165,150,155,3.33333333333333,1
"998","Havvy Ehrich","72",66.2,125,167.5,-172.5,125,167.5,172.5,2.98507462686567,0
"999","Erin Collins","72",69.75,132.5,160,165,132.5,160,165,3.125,1
"1000","Kaylee Maruska","72",71.1,127.5,-147.5,147.5,127.5,147.5,147.5,0,1
"1001","Shiho Fujiwara","72",66.6,-137.5,-145,-145,137.5,145,145,0,0
"1002","Macy Doublin","72",66.05,117.5,140,147.5,117.5,140,147.5,5.35714285714286,1
"1003","Amber Milley","72",67.9,-117.5,112.5,-115,117.5,112.5,115,2.22222222222222,0
"1004","Antara Jackson","84",79.65,152.5,175,180,152.5,175,180,2.85714285714286,1
"1005","Anna Vozmilova","84",83.9,167.5,162.5,167.5,167.5,162.5,167.5,3.07692307692308,1
"1006","Mio Hayashi","84",81.2,-157.5,157.5,160,157.5,157.5,160,1.58730158730159,1
"1007","Michaela Kanátová","84",82.1,-150,162.5,-175,150,162.5,175,7.69230769230769,0
"1008","Corrina McConnell","84",73.65,127.5,132.5,147.5,127.5,132.5,147.5,11.3207547169811,1
"1009","Madeiline Morgan","84",82.3,137.5,135,142.5,137.5,135,142.5,5.55555555555556,1
"1010","Cherry Yeung","43",41.9,105,141,146,105,141,146,3.54609929078014,1
"1011","Olga Volynskaya","43",42.95,90,115,117.5,90,115,117.5,2.17391304347826,1
"1012","Theopanich Worathida","43",42.05,-90,127.5,-135,90,127.5,135,5.88235294117647,0
"1013","Maini Sehej Gurmeet","43",41.85,-85,90,100,85,90,100,11.1111111111111,1
"1014","Megan-Li Smith","47",46.9,130,151,-164,130,151,164,8.60927152317881,0
"1015","Mariia Zabelina","47",46.85,-120,150.5,-163,120,150.5,163,8.30564784053156,0
"1016","Zuzanna Kula","47",46.05,-115,135,-137.5,115,135,137.5,1.85185185185185,0
"1017","Tammy Hua","47",46.05,117.5,140,-147.5,117.5,140,147.5,5.35714285714286,0
"1018","Serena Abweh","47",46.05,-92.5,-135,135,92.5,135,135,0,1
"1019","Kym Murray","47",46.55,97.5,110,115,97.5,110,115,4.54545454545455,1
"1020","Klaudia Poszwa","47",47,110,-132.5,-132.5,110,132.5,132.5,0,0
"1021","Amélie Picher-Plante","52",51.4,-127.5,147.5,152.5,127.5,147.5,152.5,3.38983050847458,1
"1022","Qi Thor Qian","52",51.55,135,147.5,157.5,135,147.5,157.5,6.77966101694915,1
"1023","Samira Karaeva","52",51.75,-132.5,142.5,147.5,132.5,142.5,147.5,3.50877192982456,1
"1024","Viktoria Druziaka","52",51.7,-135,-140,140,135,140,140,0,1
"1025","Erin Aldcroft","52",51,117.5,140,150,117.5,140,150,7.14285714285714,1
"1026","Oda Jensen","52",51.1,-112.5,-145,152.5,112.5,145,152.5,5.17241379310345,1
"1027","Tetyana Shchavinska","52",50.35,-115,-135,NA,115,135,NA,NA,NA
"1028","Olivia Kyösti","52",51.55,-127.5,132.5,137.5,127.5,132.5,137.5,3.77358490566038,1
"1029","Tiarna Pearce","52",51.5,-125,-152.5,-155,125,152.5,155,1.63934426229508,0
"1030","Celine Hein","52",51.3,-110,135,-137.5,110,135,137.5,1.85185185185185,0
"1031","Julia Dru","52",51.6,-115,155,-160,115,155,160,3.2258064516129,0
"1032","Miranda Chambers","57",56,-155,167.5,177.5,155,167.5,177.5,5.97014925373134,1
"1033","Evie Corrigan","57",56.3,-160,178,-185.5,160,178,185.5,4.21348314606742,0
"1034","Alena Zubova","57",56.9,157.5,162.5,167.5,157.5,162.5,167.5,3.07692307692308,1
"1035","Veronika Schulze","57",56.55,-150,162.5,167.5,150,162.5,167.5,3.07692307692308,1
"1036","Madeleine Forberg","57",56.75,140,-150,-155,140,150,155,3.33333333333333,0
"1037","Amanda Dodaro","57",54.75,130,150,-162.5,130,150,162.5,8.33333333333333,0
"1038","Megan Leighton","57",56.75,-117.5,152.5,-167.5,117.5,152.5,167.5,9.83606557377049,0
"1039","Chere Duffy","57",56.7,115,140,145,115,140,145,3.57142857142857,1
"1040","Momoka Ito","57",55.3,-100,120,-130,100,120,130,8.33333333333333,0
"1041","Agnès Alves","57",56.3,-135,-162.5,-165,135,162.5,165,1.53846153846154,0
"1042","Donna Berglund","57",56.85,-135,140,145,135,140,145,3.57142857142857,1
"1043","Sara Naldi","63",60.6,165,190.5,-192,165,190.5,192,0.78740157480315,0
"1044","Arthi Nithi","63",62.8,-168,177.5,-190,168,177.5,190,7.04225352112676,0
"1045","Lena Sjøl","63",62.1,152.5,175,187.5,152.5,175,187.5,7.14285714285714,1
"1046","Fauve-Belle Bouchard","63",60.95,160,170,175,160,170,175,2.94117647058824,1
"1047","Sofiya Rud","63",62.25,147.5,185,-191.5,147.5,185,191.5,3.51351351351351,0
"1048","Suzanne Daniel","63",62.75,142.5,185,191,142.5,185,191,3.24324324324324,1
"1049","Justine Maltaise","63",62.8,-147.5,152.5,157.5,147.5,152.5,157.5,3.27868852459016,1
"1050","Frida Aung","63",62.05,142.5,162.5,-167.5,142.5,162.5,167.5,3.07692307692308,0
"1051","Karenjeet Bains","63",62.6,140,167.5,-170,140,167.5,170,1.49253731343284,0
"1052","Matilda Vilmar","63",62.7,-152.5,135,142.5,152.5,135,142.5,5.55555555555556,1
"1053","Jennifer Harrington","63",61,127.5,142.5,-150,127.5,142.5,150,5.26315789473684,0
"1054","Jenna Välimäki","63",62.55,122.5,132.5,135,122.5,132.5,135,1.88679245283019,1
"1055","Tomomi Sugaya","63",61.7,-125,147.5,-155,125,147.5,155,5.08474576271187,0
"1056","Catriona Connolly","63",61.95,100,132.5,140,100,132.5,140,5.66037735849057,1
"1057","Ronja Andersson","63",62.65,145,-157.5,-157.5,145,157.5,157.5,0,0
"1058","Jasmyn Penn","63",62.85,-166,195,200,166,195,200,2.56410256410256,1
"1059","Ida Rönn","72",71.9,185,-222.5,225,185,222.5,225,1.12359550561798,1
"1060","Kloie Doublin","72",71.7,182.5,210,212.5,182.5,210,212.5,1.19047619047619,1
"1061","Nada Hassan","72",71.9,160,190,195,160,190,195,2.63157894736842,1
"1062","Mariella Fisher","72",68.55,-175,185,-200,175,185,200,8.10810810810811,0
"1063","Alice Francis-Freeman","72",71.05,-172.5,170,177.5,172.5,170,177.5,4.41176470588235,1
"1064","Hema Govind","72",71.7,-175,170,177.5,175,170,177.5,4.41176470588235,1
"1065","Marianne Groleau","72",71.25,-172.5,182.5,-192.5,172.5,182.5,192.5,5.47945205479452,0
"1066","Isabell Adolfsen","72",70.55,-155,187.5,-200,155,187.5,200,6.66666666666667,0
"1067","Jacqueline Klaver","72",71.2,167.5,177.5,185,167.5,177.5,185,4.22535211267606,1
"1068","Roemer Andersen Rebekka","72",71.8,145,170,177.5,145,170,177.5,4.41176470588235,1
"1069","Klára Zmeškalová","72",70.25,155,177.5,185,155,177.5,185,4.22535211267606,1
"1070","Tuulia Lohivuo","72",71.85,155,-167.5,167.5,155,167.5,167.5,0,1
"1071","Dina Lorentzen","72",70.8,145,172.5,-177.5,145,172.5,177.5,2.89855072463768,0
"1072","Isabella Devetak","72",70.54,-152.5,162.5,170,152.5,162.5,170,4.61538461538462,1
"1073","Nana Morita","72",67,155,150,162.5,155,150,162.5,8.33333333333333,1
"1074","Ida Lis","72",68.4,170,-190,-190,170,190,190,0,0
"1075","Janina Kokko","72",70.4,135,-145,-145,135,145,145,0,0
"1076","Marta Lesniewska","72",70.45,-120,155,-160,120,155,160,3.2258064516129,0
"1077","Ayla Thurstan","84",81.55,167.5,190,205,167.5,190,205,7.89473684210526,1
"1078","Henna Kaasalainen","84",83.5,182.5,195,200,182.5,195,200,2.56410256410256,1
"1079","Jessika Lowe","84",73.55,-160,195,200,160,195,200,2.56410256410256,1
"1080","Innès Allouache","84",82.65,-177.5,190,-195,177.5,190,195,2.63157894736842,0
"1081","Anastasiia Minaeva","84",83.5,170,160,-177.5,170,160,177.5,10.9375,0
"1082","Paulina Lechowicz","84",82.8,-150,-170,NA,150,170,NA,NA,NA
"1083","Gracelynn Doogan","84",82.35,-172.5,150,160,172.5,150,160,6.66666666666667,1
"1084","Yu Nomura","84",73.35,135,170,-187.5,135,170,187.5,10.2941176470588,0
"1085","Anna Niemczyk","84",79.4,-160,160,-170,160,160,170,6.25,0
"1086","Miyu Tochishita","84",79.95,145,130,-142.5,145,130,142.5,9.61538461538462,0
"1087","Rebecca Heath","47",46.55,-112.5,137.5,140,112.5,137.5,140,1.81818181818182,1
"1088","Marianne Bouvard","47",46.7,100,112.5,-120,100,112.5,120,6.66666666666667,0
"1089","Elisabeth Barry","47",46.7,-82.5,117.5,-127.5,82.5,117.5,127.5,8.51063829787234,0
"1090","Maruska Bertoli","52",50.85,137.5,162.5,-167.5,137.5,162.5,167.5,3.07692307692308,0
"1091","Mune van Luen","52",51.4,-137.5,145,-150,137.5,145,150,3.44827586206897,0
"1092","Cat Shamel","52",51.5,-117.5,145,152.5,117.5,145,152.5,5.17241379310345,1
"1093","Christine Rebello","52",51.85,-120,-150,-150,120,150,150,0,0
"1094","Robin Ray","57",56.25,-147.5,-160,160,147.5,160,160,0,1
"1095","Jo Ann Aita","57",56.5,-135,172.5,-180,135,172.5,180,4.34782608695652,0
"1096","Mariko Tanaka","57",53.95,130,165,167.5,130,165,167.5,1.51515151515152,1
"1097","Carina Hedberg","57",54.65,-127.5,140,-152.5,127.5,140,152.5,8.92857142857143,0
"1098","Helen Hughes #1","57",56.25,120,137.5,145,120,137.5,145,5.45454545454545,1
"1099","Frances Manias","57",56.5,122.5,145,150,122.5,145,150,3.44827586206897,1
"1100","Heather Ayles","57",56.1,-120,140,-145,120,140,145,3.57142857142857,0
"1101","Sarah Flynn","57",55.85,120,145,-147.5,120,145,147.5,1.72413793103448,0
"1102","Courtney Evors","57",55.9,-120,132.5,-135,120,132.5,135,1.88679245283019,0
"1103","Lunkad Deepa","57",55.45,82.5,105,107.5,82.5,105,107.5,2.38095238095238,1
"1104","Audria Butler","63",62.6,-162.5,145,-150,162.5,145,150,3.44827586206897,0
"1105","Natasha Dunn-Kvedaras","63",62,-140,155,160,140,155,160,3.2258064516129,1
"1106","Manuela Pischel-Bakker","63",62.4,-142.5,-157.5,157.5,142.5,157.5,157.5,0,1
"1107","Holly Lasante","63",61.7,130,157.5,160,130,157.5,160,1.58730158730159,1
"1108","Daniela Falck","63",62.4,125,155,-157.5,125,155,157.5,1.61290322580645,0
"1109","Minna Ristolainen","63",62.1,120,150,157.5,120,150,157.5,5,1
"1110","Sharon Holmes #1","63",61.7,132.5,132.5,-140,132.5,132.5,140,5.66037735849057,0
"1111","Edita Kanátová","63",62.2,-125,150,-155,125,150,155,3.33333333333333,0
"1112","Eno Majomi","72",70.55,175,180,185,175,180,185,2.77777777777778,1
"1113","Rebecca Enright","72",68.45,-172.5,165,175,172.5,165,175,6.06060606060606,1
"1114","Sarah Leighton","72",71,-160,172.5,-182.5,160,172.5,182.5,5.79710144927536,0
"1115","Leslie Stavenow","72",71.2,-160,167.5,177.5,160,167.5,177.5,5.97014925373134,1
"1116","Izabela Chatlinska","72",71.9,160,-170,-170,160,170,170,0,0
"1117","Sanna Joutsela","72",70,-127.5,155,-160,127.5,155,160,3.2258064516129,0
"1118","Bansal Rohni","72",68.95,135,150,160,135,150,160,6.66666666666667,1
"1119","Zanele Ngwenya","72",67.5,-132.5,147.5,155,132.5,147.5,155,5.08474576271187,1
"1120","Olga Melnikova","72",71.45,105,145,152.5,105,145,152.5,5.17241379310345,1
"1121","Frida Henell","84",82.95,160,177.5,185,160,177.5,185,4.22535211267606,1
"1122","Vicky Taylor-Hood","84",83.2,-170,-192.5,-197.5,170,192.5,197.5,2.5974025974026,0
"1123","Jenni Sherwood #1","84",82.65,150,185,-192.5,150,185,192.5,4.05405405405405,0
"1124","Hilde Dretvik","84",83.2,-150,175,-182.5,150,175,182.5,4.28571428571429,0
"1125","Paola Roccuzzo","84",83.2,-152.5,170,172.5,152.5,170,172.5,1.47058823529412,1
"1126","Piia Valkonen","84",83.55,140,167.5,-170,140,167.5,170,1.49253731343284,0
"1127","Lorraine McKenna","84",82.95,157.5,170,-175,157.5,170,175,2.94117647058824,0
"1128","Emma Kiely","84",83.3,130,180,-182.5,130,180,182.5,1.38888888888889,0
"1129","Mia Öhrnell","84",77.6,-157.5,-147.5,-147.5,157.5,147.5,147.5,0,0
"1130","Ana de Joux","84",83.5,-137.5,170,-182.5,137.5,170,182.5,7.35294117647059,0
"1131","Kristina Grimstad Nordstrand","84",82.6,145,150,-155,145,150,155,3.33333333333333,0
"1132","Pia Marangoni","84",82.1,-157.5,152.5,162.5,157.5,152.5,162.5,6.55737704918033,1
"1133","Jodi Poxon","84",81.05,112.5,-137.5,-137.5,112.5,137.5,137.5,0,0
"1134","Nathalie Feraud","47",46.55,-97.5,-122.5,122.5,97.5,122.5,122.5,0,1
"1135","Noriko Tsuji","47",46.25,102.5,112.5,117.5,102.5,112.5,117.5,4.44444444444444,1
"1136","Chiaki Takada","47",45.85,87.5,125,-135,87.5,125,135,8,0
"1137","June Stamp","47",46.4,95,115,-120,95,115,120,4.34782608695652,0
"1138","Magdolna Petróczki","52",51.4,115,135,142.5,115,135,142.5,5.55555555555556,1
"1139","Catharina Mohlin","52",51.15,110,122.5,127.5,110,122.5,127.5,4.08163265306122,1
"1140","Leena Jokitalo-Luomakoski","52",51.55,-107.5,137.5,-145,107.5,137.5,145,5.45454545454545,0
"1141","Henriksen Bubandt Hege","52",51.8,-92.5,-135,135,92.5,135,135,0,1
"1142","Janique Lafond","52",49.85,105,105,110,105,105,110,4.76190476190476,1
"1143","Carol Anthony","52",51.95,-80,120,-130,80,120,130,8.33333333333333,0
"1144","Melissa Forbis","52",51.3,-105,-120,-120,105,120,120,0,0
"1145","Melissa Mitchell","57",56.3,107.5,140,145,107.5,140,145,3.57142857142857,1
"1146","Karen Burns","57",56.2,122.5,155,-160,122.5,155,160,3.2258064516129,0
"1147","Jody McPeak","57",55.45,-122.5,145,-155,122.5,145,155,6.89655172413793,0
"1148","Petra Mlejnková","57",55.7,117.5,140,-142.5,117.5,140,142.5,1.78571428571429,0
"1149","Antoinette Kemper","57",55.05,-128,-137.5,-137.5,128,137.5,137.5,0,0
"1150","Viktoria Cederholm","57",56.45,102.5,125,130,102.5,125,130,4,1
"1151","Kvelland Berntsen Jane","57",56.75,112.5,132.5,-135,112.5,132.5,135,1.88679245283019,0
"1152","Elena Bardina","57",56.5,-110,-112.5,112.5,110,112.5,112.5,0,1
"1153","Carina Solhag","57",56.05,102.5,-125,-125,102.5,125,125,0,0
"1154","Grazyna Gebala","57",56.55,-90,110,115,90,110,115,4.54545454545455,1
"1155","Elena Lutsenko","63",62.55,130,160,165,130,160,165,3.125,1
"1156","Karen Barry","63",62.15,-135,145,147.5,135,145,147.5,1.72413793103448,1
"1157","Roberta Carlson #1","63",62.1,-122.5,160,167.5,122.5,160,167.5,4.6875,1
"1158","Cathy Avery","63",62.1,-125,135,-142.5,125,135,142.5,5.55555555555556,0
"1159","Lynda Banks","63",61.75,115,-145,145,115,145,145,0,1
"1160","Heidrun Woltjen","63",62.75,115,147.5,-152.5,115,147.5,152.5,3.38983050847458,0
"1161","Diane Stockwell","63",61.7,112.5,135,-140,112.5,135,140,3.7037037037037,0
"1162","Sofia Rudin","63",61.15,-122.5,137.5,-142.5,122.5,137.5,142.5,3.63636363636364,0
"1163","Debbie Peever","63",61.4,112.5,120,-127.5,112.5,120,127.5,6.25,0
"1164","Elisabeth Wahlander","72",70.05,-145,-167.5,167.5,145,167.5,167.5,0,1
"1165","Joy Mineo","72",67.25,-120,162.5,167.5,120,162.5,167.5,3.07692307692308,1
"1166","Carin Gustafsson","72",67.95,115,147.5,150,115,147.5,150,1.69491525423729,1
"1167","Helen Twomey","72",71.15,117.5,-160,160,117.5,160,160,0,1
